SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,$/SQUARE FEET
PAST SALE,2018-03-16,Single Family Residential,15941 Linda Ave,LOS GATOS,CA,95032,2700000,4,3,LOS GATOS,3022,9780,893
PAST SALE,2018-03-19,Single Family Residential,15181 Old Japanese Rd,LOS GATOS,CA,95033,1013325,4,3,LOS GATOS,2266,258790,447
PAST SALE,2018-03-19,Single Family Residential,30000 Loma Chiquita Rd,LOS GATOS,CA,95033,725000,3,2,LOS GATOS,1536,216437,472
PAST SALE,2018-03-19,Single Family Residential,16121 Wood Acres Rd,LOS GATOS,CA,95030,2198000,3,2,LOS GATOS,2249,42935,977
PAST SALE,2018-03-20,Single Family Residential,22095 Old Santa Cruz Hwy,LOS GATOS,CA,95033,1450000,5,3,LOS GATOS,3231,43560,449
PAST SALE,2018-03-20,Single Family Residential,130 College Ave,LOS GATOS,CA,95030,2368888,4,3,LOS GATOS,2414,8500,981
PAST SALE,2018-03-20,Single Family Residential,135 Green Hill Way,LOS GATOS,CA,95032,1970000,3,2,LOS GATOS,1440,6903,1368
PAST SALE,2018-03-20,Single Family Residential,104 Loma Alta Ave,LOS GATOS,CA,95030,3325000,4,4.5,LOS GATOS,3629,7000,916
PAST SALE,2018-03-21,Single Family Residential,30700 Loma Chiquita Rd,LOS GATOS,CA,95033,395000,2,1,LOS GATOS,1296,219146,305
PAST SALE,2018-03-21,Single Family Residential,119 La Cienega Ct,LOS GATOS,CA,95032,1740000,3,2,LOS GATOS,1255,6368,1386
PAST SALE,2018-03-21,Single Family Residential,1664 Hyde Ct,LOS GATOS,CA,95032,1805000,3,2,LOS GATOS,1556,7412,1160
PAST SALE,2018-03-21,Single Family Residential,15654 Blossom Hill Rd,Los Gatos,CA,95032,1897500,2,2,Los Gatos,1436,24151,1321
PAST SALE,2018-03-22,Single Family Residential,21445 Oneda Ct,LOS GATOS,CA,95033,886000,3,2,LOS GATOS,1566,9493,566
PAST SALE,2018-03-22,Single Family Residential,115 Mary Way,LOS GATOS,CA,95032,2320000,4,2.5,LOS GATOS,2539,8033,914
PAST SALE,2018-03-22,Single Family Residential,18341 Laurel Dr,LOS GATOS,CA,95030,2902000,4,3,LOS GATOS,2700,43637,1075
PAST SALE,2018-03-22,Single Family Residential,125 Sisters Ct Lot 4,LOS GATOS,CA,95030,4325000,5,4.5,LOS GATOS,4187,20508,1033
PAST SALE,2018-03-22,Single Family Residential,16230 Maya Way,LOS GATOS,CA,95030,2800000,3,2,LOS GATOS,3000,43560,933
PAST SALE,2018-03-23,Townhouse,111 Abby Wood Ct,LOS GATOS,CA,95032,1405000,4,2.5,LOS GATOS,1891,1800,743
PAST SALE,2018-03-23,Townhouse,105 El Porton,LOS GATOS,CA,95032,1460000,4,2.5,LOS GATOS,2156,1982,677
PAST SALE,2018-03-23,Single Family Residential,129 Vista Real Ct,LOS GATOS,CA,95032,2160000,4,2.5,LOS GATOS,2248,8428,961
PAST SALE,2018-03-23,Single Family Residential,17375 High St,LOS GATOS,CA,95030,3530000,5,3,LOS GATOS,3218,10649,1097
PAST SALE,2018-03-23,Single Family Residential,16528 Englewood Ave,LOS GATOS,CA,95032,2551000,3,3,LOS GATOS,2053,8462,1243
PAST SALE,2018-03-25,Single Family Residential,100 Amanda Ln,LOS GATOS,CA,95032,2300000,3,2,LOS GATOS,2146,8599,1072
PAST SALE,2018-03-26,Single Family Residential,110 Sisters Ct Lot 10,LOS GATOS,CA,95030,4457248,5,4.5,LOS GATOS,4379,20062,1018
PAST SALE,2018-03-27,Townhouse,182 Cuesta de Los Gatos Way,LOS GATOS,CA,95032,1745000,3,2.5,LOS GATOS,1765,2212,989
PAST SALE,2018-03-27,Single Family Residential,16019 Comstock Mill Rd,LOS GATOS,CA,95033,1300000,4,3,LOS GATOS,3340,418873,389
PAST SALE,2018-03-28,Single Family Residential,47 Alpine Ave,LOS GATOS,CA,95030,3620000,4,3,LOS GATOS,3110,33040,1164
PAST SALE,2018-03-29,Single Family Residential,66 Oak Grove Ave,LOS GATOS,CA,95030,1650000,2,1,LOS GATOS,1066,8666,1548
PAST SALE,2018-03-29,Single Family Residential,4891 Kinghurst Dr,SAN JOSE,CA,95124,1680000,3,2,SAN JOSE,1560,6386,1077
PAST SALE,2018-03-29,Single Family Residential,5263 Herbert Dr,SAN JOSE,CA,95124,1600000,4,3,SAN JOSE,1716,6538,932
PAST SALE,2018-03-29,Single Family Residential,15958 Longwood Dr,LOS GATOS,CA,95032,2081625,4,2,LOS GATOS,1614,8858,1290
PAST SALE,2018-03-29,Single Family Residential,15827 Linda Ave,LOS GATOS,CA,95032,2120000,4,3.5,LOS GATOS,2782,7150,762
PAST SALE,2018-03-29,Single Family Residential,16860 Quarry Rd,LOS GATOS,CA,95030,2750000,4,4.5,LOS GATOS,3758,22215,732
PAST SALE,2018-03-31,Single Family Residential,19475 Black Rd,LOS GATOS,CA,95033,4900000,7,9,LOS GATOS,9906,896686,495
PAST SALE,2018-04-03,Single Family Residential,252 Carlester Dr,LOS GATOS,CA,95032,1810000,3,2,LOS GATOS,1296,7754,1397
PAST SALE,2018-04-04,Single Family Residential,18396 Knuth Rd,LOS GATOS,CA,95033,1450000,4,2.5,LOS GATOS,2521,42297,575
PAST SALE,2018-04-04,Single Family Residential,265 Carlton Ct,LOS GATOS,CA,95032,2152000,4,3,LOS GATOS,2202,7700,977
PAST SALE,2018-04-04,Single Family Residential,22437 Citation Dr,LOS GATOS,CA,95033,1799000,4,3,LOS GATOS,3254,50399,553
PAST SALE,2018-04-04,Single Family Residential,203 Chippendale Ct,LOS GATOS,CA,95032,2300000,3,2,LOS GATOS,2142,10260,1074
PAST SALE,2018-04-05,Single Family Residential,314 Creekside Village Dr,LOS GATOS,CA,95032,1600000,3,2.5,LOS GATOS,1502,2244,1065
PAST SALE,2018-04-06,Condo/Co-op,14225 Lora Dr #15,LOS GATOS,CA,95032,675000,2,1,LOS GATOS,996,1017,678
PAST SALE,2018-04-06,Condo/Co-op,259 Casitas Bulevar,LOS GATOS,CA,95032,1268000,2,2,LOS GATOS,1268,2400,1000
PAST SALE,2018-04-06,Single Family Residential,152 Westhill Dr,LOS GATOS,CA,95032,2311000,5,2.5,LOS GATOS,3038,11377,761
PAST SALE,2018-04-06,Single Family Residential,115 Harwood Ct,LOS GATOS,CA,95032,3250000,5,4.5,LOS GATOS,5760,53614,564
PAST SALE,2018-04-09,Single Family Residential,21425 Madrone Dr,LOS GATOS,CA,95033,900000,2,1,LOS GATOS,1169,25000,770
PAST SALE,2018-04-09,Condo/Co-op,95 Church St #2304,LOS GATOS,CA,95030,1200000,1,1,LOS GATOS,1059,1092,1133
PAST SALE,2018-04-09,Single Family Residential,140 Wooded View Dr,LOS GATOS,CA,95032,2824000,5,3,LOS GATOS,3636,40200,777
PAST SALE,2018-04-10,Townhouse,16345 Los Gatos Blvd #6,LOS GATOS,CA,95032,1350000,3,2.5,LOS GATOS,1260,1445,1071
PAST SALE,2018-04-10,Single Family Residential,14625 La Rinconada Dr,LOS GATOS,CA,95032,2750000,3,2,LOS GATOS,2230,22458,1233
PAST SALE,2018-04-10,Single Family Residential,16800 Cypress Way,LOS GATOS,CA,95030,4000000,5,4.5,LOS GATOS,4365,44866,916
PAST SALE,2018-04-11,Townhouse,101 Hooke Ln,LOS GATOS,CA,95032,1295000,3,2.5,LOS GATOS,1856,708,698
PAST SALE,2018-04-11,Single Family Residential,10 Drysdale Dr,LOS GATOS,CA,95032,1850000,5,4,LOS GATOS,5000,40861,370
PAST SALE,2018-04-12,Single Family Residential,15795 Adams Rdg,LOS GATOS,CA,95033,1250000,3,3,LOS GATOS,2760,116828,453
PAST SALE,2018-04-12,Townhouse,521 Pine Wood Ln,LOS GATOS,CA,95032,1367000,3,2.5,LOS GATOS,1554,1605,880
PAST SALE,2018-04-12,Single Family Residential,2168 Blossom Crest Way,SAN JOSE,CA,95124,1710000,3,2,SAN JOSE,1332,8437,1284
PAST SALE,2018-04-12,Single Family Residential,15795 Adams Rdg,LOS GATOS,CA,95033,1250000,3,3,LOS GATOS,2760,116828,453
PAST SALE,2018-04-12,Single Family Residential,107 Naramore Ln,LOS GATOS,CA,95032,1510000,3,2.5,LOS GATOS,1992,2796,758
PAST SALE,2018-04-12,Single Family Residential,124 Garden Hill Dr,LOS GATOS,CA,95032,1850000,3,2,LOS GATOS,1205,9036,1535
PAST SALE,2018-04-13,Single Family Residential,24173 Summit Woods Dr,LOS GATOS,CA,95033,1170000,4,2,LOS GATOS,2043,42994,573
PAST SALE,2018-04-13,Single Family Residential,18710 Bear Creek Rd,LOS GATOS,CA,95033,2350000,4,2.5,LOS GATOS,2401,27791,979
PAST SALE,2018-04-13,Townhouse,,LOS GATOS,CA,95032,1800000,3,2.5,LOS GATOS,2236,2700,805
PAST SALE,2018-04-16,Condo/Co-op,120 Oak Rim Way #4,LOS GATOS,CA,95032,930000,2,1.5,LOS GATOS,1040,672,894
PAST SALE,2018-04-16,Single Family Residential,16362 Hilow Rd,LOS GATOS,CA,95032,4500000,6,5,LOS GATOS,5100,11779,882
PAST SALE,2018-04-17,Townhouse,203 Elm Wood Ct,LOS GATOS,CA,95032,1170000,3,2.5,LOS GATOS,1520,2201,770
PAST SALE,2018-04-17,Single Family Residential,72 Mariposa Ave,LOS GATOS,CA,95030,3250000,4,2.5,LOS GATOS,2600,8333,1250
PAST SALE,2018-04-17,Single Family Residential,17428 El Rancho Ave,MONTE SERENO,CA,95030,4498000,4,5,MONTE SERENO,4578,11571,983
PAST SALE,2018-04-18,Condo/Co-op,533 Pine Wood Ln,LOS GATOS,CA,95032,1450000,3,2.5,LOS GATOS,1454,1680,997
PAST SALE,2018-04-18,Single Family Residential,237 Almendra Ave,LOS GATOS,CA,95030,2312500,3,4,LOS GATOS,1600,7000,1445
PAST SALE,2018-04-19,Single Family Residential,18518 Mountain View Ave,LOS GATOS,CA,95033,663500,2,2,LOS GATOS,1540,7231,431
PAST SALE,2018-04-19,Single Family Residential,107 Farm Hill Way,LOS GATOS,CA,95032,2000000,4,3,LOS GATOS,1810,9583,1105
PAST SALE,2018-04-19,Single Family Residential,16978 Frank Ave,LOS GATOS,CA,95032,2350000,4,2,LOS GATOS,1800,8451,1306
PAST SALE,2018-04-19,Single Family Residential,15935 Camino Del Cerro,LOS GATOS,CA,95032,2500000,4,2.5,LOS GATOS,2664,9449,938
PAST SALE,2018-04-19,Single Family Residential,710 Bicknell Rd,LOS GATOS,CA,95030,2700000,4,3.5,LOS GATOS,3280,27655,823
PAST SALE,2018-04-19,Single Family Residential,117 Worcester Loop,LOS GATOS,CA,95030,2880000,4,2.5,LOS GATOS,2423,9991,1189
PAST SALE,2018-04-19,Single Family Residential,15935 Camino Del Cerro,LOS GATOS,CA,95032,2500000,4,2.5,LOS GATOS,2664,9449,938
PAST SALE,2018-04-19,Single Family Residential,16480 Oleander Ave,LOS GATOS,CA,95032,3155000,4,2.5,LOS GATOS,3189,9625,989
PAST SALE,2018-04-20,Single Family Residential,123 Meadowbrook Dr,LOS GATOS,CA,95032,1700000,3,2,LOS GATOS,1573,7881,1081
PAST SALE,2018-04-20,Single Family Residential,936 Cherrystone Dr,LOS GATOS,CA,95032,2325000,4,3,LOS GATOS,2155,8032,1079
PAST SALE,2018-04-20,Single Family Residential,155 Surmont Dr,LOS GATOS,CA,95032,3200000,5,5,LOS GATOS,4340,20056,737
PAST SALE,2018-04-23,Townhouse,16127 Loretta Ln,LOS GATOS,CA,95032,1126000,3,2.5,LOS GATOS,1318,540,854
PAST SALE,2018-04-23,Single Family Residential,121 Alerche Dr,LOS GATOS,CA,95032,3348000,5,5,LOS GATOS,5076,132170,660
PAST SALE,2018-04-24,Single Family Residential,13668 Long Ridge Rd,LOS GATOS,CA,95033,985000,3,2,LOS GATOS,1731,54232,569
PAST SALE,2018-04-24,Single Family Residential,1857 Thyme Crk,SAN JOSE,CA,95120,1918000,4,4,SAN JOSE,2393,3479,802
PAST SALE,2018-04-25,Townhouse,172 Altura Vis,LOS GATOS,CA,95032,1475000,3,2.5,LOS GATOS,2203,1882,670
PAST SALE,2018-04-25,Single Family Residential,2510 Lost Oaks Dr,SAN JOSE,CA,95124,1710000,4,2,SAN JOSE,1412,6427,1211
PAST SALE,2018-04-26,Townhouse,100 Cedarcrest Pl,LOS GATOS,CA,95032,1600000,3,3,LOS GATOS,1769,2891,904
PAST SALE,2018-04-26,Single Family Residential,16566 Kennedy Rd,LOS GATOS,CA,95032,2500000,4,2,LOS GATOS,2149,15226,1163
PAST SALE,2018-04-26,Single Family Residential,16566 Kennedy Rd,LOS GATOS,CA,95032,2500000,4,2,LOS GATOS,2149,15226,1163
PAST SALE,2018-04-27,Townhouse,16345 Los Gatos Blvd #5,LOS GATOS,CA,95032,1220000,2,1.5,LOS GATOS,1017,1087,1200
PAST SALE,2018-04-27,Single Family Residential,22320 Hutchinson Rd,LOS GATOS,CA,95033,1510000,4,2.5,LOS GATOS,3491,326961,433
PAST SALE,2018-04-27,Single Family Residential,188 Westhill Dr,LOS GATOS,CA,95032,1810000,4,3,LOS GATOS,2416,10400,749
PAST SALE,2018-04-27,Single Family Residential,15690 GLEN UNA Dr,LOS GATOS,CA,95030,8250000,7,7.5,LOS GATOS,12400,48704,665
PAST SALE,2018-05-01,Single Family Residential,21455 Stage Coach Rd,LOS GATOS,CA,95033,1455000,3,3,LOS GATOS,3100,37767,469
PAST SALE,2018-05-01,Single Family Residential,139 Vista Del Monte,LOS GATOS,CA,95030,2405000,3,2.5,LOS GATOS,2286,8591,1052
PAST SALE,2018-05-02,Single Family Residential,21445 Roaring Water Way,LOS GATOS,CA,95033,1425000,5,3,LOS GATOS,3071,7104,464
PAST SALE,2018-05-03,Townhouse,185 Cuesta De Los Gatos,LOS GATOS,CA,95032,1525000,3,2.5,LOS GATOS,1398,1351,1091
PAST SALE,2018-05-03,Single Family Residential,130 Fairmead Ln,LOS GATOS,CA,95032,2400000,3,2.5,LOS GATOS,2180,8232,1101
PAST SALE,2018-05-04,Single Family Residential,21640 Bear Creek Rd,LOS GATOS,CA,95033,930000,2,2,LOS GATOS,2344,275735,397
PAST SALE,2018-05-04,Townhouse,118 Via Collado,LOS GATOS,CA,95032,1520000,2,2,LOS GATOS,1443,2002,1053
PAST SALE,2018-05-04,Single Family Residential,17045 Pine Ave,LOS GATOS,CA,95032,2450000,0,,LOS GATOS,6000,14512,408
PAST SALE,2018-05-07,Single Family Residential,23231 Summit Rd,LOS GATOS,CA,95033,950000,3,2,LOS GATOS,1500,134504,633
PAST SALE,2018-05-07,Single Family Residential,20970 Pawnee Trl,LOS GATOS,CA,95033,750000,3,2,LOS GATOS,1426,3529,526
PAST SALE,2018-05-07,Single Family Residential,21447 Roaring Water Way,LOS GATOS,CA,95033,770000,2,2,LOS GATOS,1056,25766,729
PAST SALE,2018-05-08,Single Family Residential,5365 Leigh Ave,SAN JOSE,CA,95124,1250000,3,2,SAN JOSE,1480,6800,845
PAST SALE,2018-05-08,Single Family Residential,21525 Aldercroft Hts,LOS GATOS,CA,95033,1130000,3,2.5,LOS GATOS,3000,52707,377
PAST SALE,2018-05-08,Single Family Residential,5365 Leigh Ave,SAN JOSE,CA,95124,1250000,3,2,SAN JOSE,1480,6800,845
PAST SALE,2018-05-08,Single Family Residential,610 Old Mill Pond Rd,LOS GATOS,CA,95033,1255000,4,3,LOS GATOS,2497,592024,503
PAST SALE,2018-05-08,Single Family Residential,237 university,LOS GATOS,CA,95030,2288000,4,2.5,LOS GATOS,1595,5550,1434
PAST SALE,2018-05-09,Single Family Residential,439 Los Gatos Blvd,LOS GATOS,CA,95032,2080000,3,3,LOS GATOS,2069,15991,1005
PAST SALE,2018-05-10,Townhouse,114 Via Collado,LOS GATOS,CA,95032,1700000,3,3,LOS GATOS,2053,2016,828
PAST SALE,2018-05-11,Single Family Residential,1815 Lavender Crk,SAN JOSE,CA,95120,1738000,5,4,SAN JOSE,2484,3312,700
PAST SALE,2018-05-11,Single Family Residential,114 Yosemite Way,LOS GATOS,CA,95030,1350000,2,1,LOS GATOS,877,6394,1539
PAST SALE,2018-05-11,Single Family Residential,16564 Farley Rd,LOS GATOS,CA,95032,3425000,4,3,LOS GATOS,3560,9500,962
PAST SALE,2018-05-14,Townhouse,109 El Pinar,LOS GATOS,CA,95032,1190000,2,2,LOS GATOS,1248,2401,954
PAST SALE,2018-05-15,Single Family Residential,19221 Beardsley Rd,LOS GATOS,CA,95033,410000,2,2,LOS GATOS,1147,6011,357
PAST SALE,2018-05-15,Condo/Co-op,121 El Porton,LOS GATOS,CA,95032,1400000,3,2.5,LOS GATOS,1630,1692,859
PAST SALE,2018-05-15,Single Family Residential,101 Casa Grande,LOS GATOS,CA,95032,2265000,6,3,LOS GATOS,3090,55394,733
PAST SALE,2018-05-15,Single Family Residential,17301 Clearview Dr,LOS GATOS,CA,95032,2500000,3,2.5,LOS GATOS,2046,13391,1222
PAST SALE,2018-05-15,Single Family Residential,17301 Clearview Dr,LOS GATOS,CA,95032,2500000,3,2.5,LOS GATOS,2046,13391,1222
PAST SALE,2018-05-15,Single Family Residential,18615 Farragut Ln,LOS GATOS,CA,95030,2939000,4,3.5,LOS GATOS,2221,50017,1323
PAST SALE,2018-05-16,Single Family Residential,17145 Melody Ln,LOS GATOS,CA,95033,1250000,4,2,LOS GATOS,1859,45239,672
PAST SALE,2018-05-16,Single Family Residential,17145 Melody Ln,LOS GATOS,CA,95033,1250000,4,2,LOS GATOS,1859,45239,672
PAST SALE,2018-05-17,Single Family Residential,21594 Madrone Dr,LOS GATOS,CA,95033,830000,2,1,LOS GATOS,1076,22575,771
PAST SALE,2018-05-17,Single Family Residential,14141 Old Japanese Rd,LOS GATOS,CA,95033,1700000,4,2.5,LOS GATOS,3683,117612,462
PAST SALE,2018-05-17,Townhouse,16345 Los Gatos Blvd #3,LOS GATOS,CA,95032,1350000,3,2.5,LOS GATOS,1260,1441,1071
PAST SALE,2018-05-17,Single Family Residential,18630 Farragut Ln,LOS GATOS,CA,95030,3000000,6,3,LOS GATOS,3509,52105,855
PAST SALE,2018-05-17,Single Family Residential,14567 Eastview Dr,LOS GATOS,CA,95032,3400000,4,4.5,LOS GATOS,4039,19311,842
PAST SALE,2018-05-18,Single Family Residential,108 Bungalow Ter,LOS GATOS,CA,95032,1190000,4,2.5,LOS GATOS,1899,2270,627
PAST SALE,2018-05-18,Townhouse,18400 Overlook Rd #48,LOS GATOS,CA,95030,1350000,3,3,LOS GATOS,1676,1594,805
PAST SALE,2018-05-18,Single Family Residential,17275 Melody Ln,LOS GATOS,CA,95033,1400000,4,2,LOS GATOS,2080,49188,673
PAST SALE,2018-05-18,Single Family Residential,24123 Mountain Charlie Rd,LOS GATOS,CA,95033,1400000,4,3.5,LOS GATOS,2981,296208,470
PAST SALE,2018-05-18,Single Family Residential,215 Vista De Sierra,LOS GATOS,CA,95030,2388000,5,3,LOS GATOS,2788,10971,857
PAST SALE,2018-05-18,Single Family Residential,16597 Topping Way,LOS GATOS,CA,95032,3250000,5,4,LOS GATOS,3575,9975,909
PAST SALE,2018-05-18,Single Family Residential,15995 Cerro Vista Dr,LOS GATOS,CA,95032,4100000,5,4.5,LOS GATOS,5800,49658,707
PAST SALE,2018-05-18,Single Family Residential,110 Happy Acres Rd,LOS GATOS,CA,95032,2575000,4,2.5,LOS GATOS,4382,30233,588
PAST SALE,2018-05-21,Single Family Residential,5486 Sharon Ln,SAN JOSE,CA,95124,2215000,4,3,SAN JOSE,2184,6661,1014
PAST SALE,2018-05-21,Single Family Residential,23259 Nikkie Ln,LOS GATOS,CA,95033,1850000,3,3,LOS GATOS,2776,179199,666
PAST SALE,2018-05-22,Townhouse,154 Milmar Way,LOS GATOS,CA,95032,1005000,2,2,LOS GATOS,1015,1903,990
PAST SALE,2018-05-22,Single Family Residential,19233 Mountain Way,LOS GATOS,CA,95030,2500000,4,2.5,LOS GATOS,2899,34693,862
PAST SALE,2018-05-22,Single Family Residential,164 Kensington Way,LOS GATOS,CA,95032,2099005,4,3,LOS GATOS,1992,8056,1054
PAST SALE,2018-05-22,Single Family Residential,19233 Mountain Way,LOS GATOS,CA,95030,2500000,4,2.5,LOS GATOS,2899,34693,862
PAST SALE,2018-05-23,Condo/Co-op,135 W Main St Unit A,LOS GATOS,CA,95030,1190000,2,2,LOS GATOS,1057,1046,1126
PAST SALE,2018-05-25,Single Family Residential,620 Ormsby Cutoff,WATSONVILLE,CA,95076,675000,3,1.5,WATSONVILLE,1297,513398,520
PAST SALE,2018-05-25,Townhouse,508 Pine Wood Ln,LOS GATOS,CA,95032,1005000,2,1,LOS GATOS,997,1966,1008
PAST SALE,2018-05-25,Single Family Residential,201 Kensington Way,LOS GATOS,CA,95032,1643000,4,2,LOS GATOS,1612,6376,1019
PAST SALE,2018-05-25,Single Family Residential,15126 Quito Rd,SARATOGA,CA,95070,3825000,5,4.5,SARATOGA,5332,43342,717
PAST SALE,2018-05-28,Single Family Residential,19327 Beardsley Rd,LOS GATOS,CA,95033,1100000,3,3,LOS GATOS,1650,11590,667
PAST SALE,2018-05-30,Condo/Co-op,420 Alberto Way #34,LOS GATOS,CA,95032,875000,2,2,LOS GATOS,1097,1044,798
PAST SALE,2018-05-30,Condo/Co-op,449 Alberto Way Unit C140,LOS GATOS,CA,95032,640000,2,2,LOS GATOS,1008,2867,635
PAST SALE,2018-05-30,Single Family Residential,269 Los Gatos Blvd,LOS GATOS,CA,95030,1750000,2,1,LOS GATOS,1022,6582,1712
PAST SALE,2018-05-30,Townhouse,15400 Winchester Blvd #4,LOS GATOS,CA,95030,1350000,3,2.5,LOS GATOS,1800,2275,750
PAST SALE,2018-05-30,Single Family Residential,269 Los Gatos Blvd,LOS GATOS,CA,95030,1750000,2,1,LOS GATOS,1022,6582,1712
PAST SALE,2018-05-30,Single Family Residential,25 Grove St,LOS GATOS,CA,95030,2010000,3,4.5,LOS GATOS,1556,11427,1292
PAST SALE,2018-05-30,Single Family Residential,272 Belblossom Way,LOS GATOS,CA,95032,2400000,6,3.5,LOS GATOS,3246,10022,739
PAST SALE,2018-05-30,Single Family Residential,15174 VIA DEL SUR,MONTE SERENO,CA,95030,4250000,4,4,MONTE SERENO,4077,35280,1042
PAST SALE,2018-05-31,Single Family Residential,148 Via De Tesoros,LOS GATOS,CA,95032,2200000,4,2.5,LOS GATOS,2234,13658,985
PAST SALE,2018-05-31,Single Family Residential,109 Via Santa Maria,LOS GATOS,CA,95030,3200000,4,2.5,LOS GATOS,2636,11831,1214
PAST SALE,2018-05-31,Single Family Residential,125 Stonybrook Rd,LOS GATOS,CA,95032,3175000,4,5,LOS GATOS,3889,13555,816
PAST SALE,2018-05-31,Single Family Residential,114 Alerche Dr,LOS GATOS,CA,95032,3500000,4,3.5,LOS GATOS,4167,41034,840
PAST SALE,2018-06-01,Single Family Residential,23646 Sky View Ter,LOS GATOS,CA,95033,1465000,4,3,LOS GATOS,3467,146971,423
PAST SALE,2018-06-01,Single Family Residential,54 Old Orchard Rd,LOS GATOS,CA,95033,1649500,4,5,LOS GATOS,5000,89734,330
PAST SALE,2018-06-01,Single Family Residential,48 Whitney Ave,LOS GATOS,CA,95030,3450000,4,3.5,LOS GATOS,3435,6973,1004
PAST SALE,2018-06-01,Single Family Residential,157 Central Ave,LOS GATOS,CA,95030,2650000,4,3,LOS GATOS,2460,7500,1077
PAST SALE,2018-06-04,Townhouse,669 Division St,CAMPBELL,CA,95008,1050000,3,2.5,CAMPBELL,1327,1502,791
PAST SALE,2018-06-04,Townhouse,123 Spruce Hill Ct,LOS GATOS,CA,95032,1325000,3,2.5,LOS GATOS,1574,2028,842
PAST SALE,2018-06-05,Single Family Residential,162 Maricopa Dr,LOS GATOS,CA,95032,1750000,4,2,LOS GATOS,1388,6233,1261
PAST SALE,2018-06-05,Townhouse,217 Altura Vis,LOS GATOS,CA,95032,1650000,3,3,LOS GATOS,2053,2016,804
PAST SALE,2018-06-05,Single Family Residential,162 Maricopa Dr,LOS GATOS,CA,95032,1750000,4,2,LOS GATOS,1388,6233,1261
PAST SALE,2018-06-05,Single Family Residential,15680 Cherry Blossom Ln,LOS GATOS,CA,95032,2500000,4,2.5,LOS GATOS,2592,10625,965
PAST SALE,2018-06-05,Single Family Residential,15760 Shannon Rd,LOS GATOS,CA,95032,2518000,3,2.5,LOS GATOS,2600,61963,968
PAST SALE,2018-06-05,Single Family Residential,15680 Cherry Blossom Ln,LOS GATOS,CA,95032,2500000,4,2.5,LOS GATOS,2592,10625,965
PAST SALE,2018-06-05,Single Family Residential,100 Louise Ct,LOS GATOS,CA,95032,2850000,5,3,LOS GATOS,2830,22333,1007
PAST SALE,2018-06-06,Townhouse,506 Pine Wood Ln,LOS GATOS,CA,95032,1250000,3,2.5,LOS GATOS,1520,2023,822
PAST SALE,2018-06-06,Townhouse,506 Pine Wood Ln,LOS GATOS,CA,95032,1250000,3,2.5,LOS GATOS,1520,2023,822
PAST SALE,2018-06-06,Single Family Residential,26 Alpine Ave,LOS GATOS,CA,95030,1550000,5,4.5,LOS GATOS,4953,19692,313
PAST SALE,2018-06-06,Single Family Residential,218 Jo Dr,LOS GATOS,CA,95032,1700000,4,2,LOS GATOS,1489,6020,1142
PAST SALE,2018-06-06,Single Family Residential,1769 Gilda Way,SAN JOSE,CA,95124,1360000,3,2,SAN JOSE,1437,8820,946
PAST SALE,2018-06-06,Single Family Residential,136 Bersano Ln,LOS GATOS,CA,95030,2550000,4,2.5,LOS GATOS,2389,4582,1067
PAST SALE,2018-06-06,Single Family Residential,115 Isabelle Ct,LOS GATOS,CA,95030,3489000,5,3.5,LOS GATOS,3378,12632,1033
PAST SALE,2018-06-08,Single Family Residential,205 Old Orchard Rd,LOS GATOS,CA,95033,1046000,3,1,LOS GATOS,1260,55365,830
PAST SALE,2018-06-08,Townhouse,136 Altura Vis,LOS GATOS,CA,95032,1410000,3,3,LOS GATOS,2053,2015,687
PAST SALE,2018-06-08,Single Family Residential,149 Cambrian View Way,LOS GATOS,CA,95032,2400000,4,3,LOS GATOS,2330,8523,1030
PAST SALE,2018-06-10,Single Family Residential,20049 Beatty Ridge Rd,LOS GATOS,CA,95033,1037000,2,2.5,LOS GATOS,2476,46871,419
PAST SALE,2018-06-11,Single Family Residential,20779 Locust Dr,LOS GATOS,CA,95033,929000,2,1,LOS GATOS,1240,12488,749
PAST SALE,2018-06-11,Single Family Residential,6456 Guadalupe Mines Rd,SAN JOSE,CA,95120,2530000,5,5,SAN JOSE,3857,56741,656
PAST SALE,2018-06-11,Single Family Residential,14680 Quito Rd,LOS GATOS,CA,95032,5025000,7,7,LOS GATOS,5438,40946,924
PAST SALE,2018-06-12,Single Family Residential,17898 Mozelle Ct,LOS GATOS,CA,95033,860000,3,1.5,LOS GATOS,1172,8666,734
PAST SALE,2018-06-12,Single Family Residential,111 Spring Hollow Rd,LOS GATOS,CA,95033,1300000,4,3,LOS GATOS,1849,97313,703
PAST SALE,2018-06-12,Single Family Residential,16889 Mitchell Ave,LOS GATOS,CA,95032,2795000,4,4.5,LOS GATOS,3475,3495,804
PAST SALE,2018-06-14,Single Family Residential,15600 Upper Ellen Rd,LOS GATOS,CA,95033,1225000,3,2,LOS GATOS,2239,521239,547
PAST SALE,2018-06-15,Single Family Residential,30455 Highland Way,LOS GATOS,CA,95033,495000,2,1,LOS GATOS,1200,428935,413
PAST SALE,2018-06-15,Single Family Residential,19930 Wright Dr,LOS GATOS,CA,95033,950000,2,2,LOS GATOS,1800,93573,528
